source,source_location,target,target_location,WEIGHT,TYPE,PERIOD,source_coordinates,source_address,target_coordinates,target_address
Amygdalea,Amygdalea,Apollo_Smintheion,Apollo_Smintheion,1,ESC,12,POINT (22.8971283 37.0761245),"Αμυγδαλιά, 22300, Δημοτική Ενότητα Λεωνιδίου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT EMPTY,
Amygdalea,Amygdalea,Argos,Argos,1,ESC,12,POINT (22.8971283 37.0761245),"Αμυγδαλιά, 22300, Δημοτική Ενότητα Λεωνιδίου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (-0.8926005 47.6172265),"Chazé-sur-Argos, 49500, Pays de la Loire, France"
Amygdalea,Amygdalea,Assos,Assos,1,ESC,12,POINT (22.8971283 37.0761245),"Αμυγδαλιά, 22300, Δημοτική Ενότητα Λεωνιδίου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (26.336369194593825 39.48894145),"Assos, İskele Köyü Yolu, İskele Köyü Yolu, Ayvacık, Çanakkale, Türkiye"
Amygdalea,Amygdalea,Athens,Athens,1,ESC,12,POINT (22.8971283 37.0761245),"Αμυγδαλιά, 22300, Δημοτική Ενότητα Λεωνιδίου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (-83.376398 33.9597677),"Athens, Georgia, United States"
Amygdalea,Amygdalea,Ephesos,Ephesos,1,ESC,12,POINT (22.8971283 37.0761245),"Αμυγδαλιά, 22300, Δημοτική Ενότητα Λεωνιδίου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich"
Amygdalea,Amygdalea,Knossos,Knossos,1,ESC,12,POINT (22.8971283 37.0761245),"Αμυγδαλιά, 22300, Δημοτική Ενότητα Λεωνιδίου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Amygdalea,Amygdalea,Stobi,Stobi,1,ESC,12,POINT (22.8971283 37.0761245),"Αμυγδαλιά, 22300, Δημοτική Ενότητα Λεωνιδίου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (21.973276975454738 41.551977449999995),"Стоби, 1422, Градско, Вардарски СР, Северна Македонија"
Anemorion,Anemorion,Apollo_Smintheion,Apollo_Smintheion,2,ESC,12,POINT (32.80393198906313 36.023994349999995),"Anamurium, Toki Sokak, 33630, Toki Sokak, Anamur, Mersin, Türkiye",POINT EMPTY,
Anemorion,Anemorion,Assos,Assos,2,ESC,12,POINT (32.80393198906313 36.023994349999995),"Anamurium, Toki Sokak, 33630, Toki Sokak, Anamur, Mersin, Türkiye",POINT (26.336369194593825 39.48894145),"Assos, İskele Köyü Yolu, İskele Köyü Yolu, Ayvacık, Çanakkale, Türkiye"
Anemorion,Anemorion,Tel_Anafa,Tel_Anafa,1,ESC,12,POINT (32.80393198906313 36.023994349999995),"Anamurium, Toki Sokak, 33630, Toki Sokak, Anamur, Mersin, Türkiye",POINT EMPTY,
Anemorion,Anemorion,Troia/Ilion,Troia/Ilion,1,ESC,12,POINT (32.80393198906313 36.023994349999995),"Anamurium, Toki Sokak, 33630, Toki Sokak, Anamur, Mersin, Türkiye",POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Anemorion,Anemorion,Argos,Argos,1,ESC,12,POINT (32.80393198906313 36.023994349999995),"Anamurium, Toki Sokak, 33630, Toki Sokak, Anamur, Mersin, Türkiye",POINT (-0.8926005 47.6172265),"Chazé-sur-Argos, 49500, Pays de la Loire, France"
Anemorion,Anemorion,Athens,Athens,1,ESC,12,POINT (32.80393198906313 36.023994349999995),"Anamurium, Toki Sokak, 33630, Toki Sokak, Anamur, Mersin, Türkiye",POINT (-83.376398 33.9597677),"Athens, Georgia, United States"
Anemorion,Anemorion,Ephesos,Ephesos,1,ESC,12,POINT (32.80393198906313 36.023994349999995),"Anamurium, Toki Sokak, 33630, Toki Sokak, Anamur, Mersin, Türkiye",POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich"
Anemorion,Anemorion,Knossos,Knossos,1,ESC,12,POINT (32.80393198906313 36.023994349999995),"Anamurium, Toki Sokak, 33630, Toki Sokak, Anamur, Mersin, Türkiye",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Anemorion,Anemorion,Stobi,Stobi,1,ESC,12,POINT (32.80393198906313 36.023994349999995),"Anamurium, Toki Sokak, 33630, Toki Sokak, Anamur, Mersin, Türkiye",POINT (21.973276975454738 41.551977449999995),"Стоби, 1422, Градско, Вардарски СР, Северна Македонија"
Apollo_Smintheion,Apollo_Smintheion,Assos,Assos,17,ESC,12,POINT EMPTY,,POINT (26.336369194593825 39.48894145),"Assos, İskele Köyü Yolu, İskele Köyü Yolu, Ayvacık, Çanakkale, Türkiye"
Apollo_Smintheion,Apollo_Smintheion,Tel_Anafa,Tel_Anafa,1,ESC,12,POINT EMPTY,,POINT EMPTY,
Apollo_Smintheion,Apollo_Smintheion,Troia/Ilion,Troia/Ilion,8,ESC,12,POINT EMPTY,,POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Apollo_Smintheion,Apollo_Smintheion,Argos,Argos,5,ESC,12,POINT EMPTY,,POINT (-0.8926005 47.6172265),"Chazé-sur-Argos, 49500, Pays de la Loire, France"
Apollo_Smintheion,Apollo_Smintheion,Athens,Athens,2,ESC,12,POINT EMPTY,,POINT (-83.376398 33.9597677),"Athens, Georgia, United States"
Apollo_Smintheion,Apollo_Smintheion,Ephesos,Ephesos,5,ESC,12,POINT EMPTY,,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich"
Apollo_Smintheion,Apollo_Smintheion,Knossos,Knossos,3,ESC,12,POINT EMPTY,,POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Apollo_Smintheion,Apollo_Smintheion,Stobi,Stobi,3,ESC,12,POINT EMPTY,,POINT (21.973276975454738 41.551977449999995),"Стоби, 1422, Градско, Вардарски СР, Северна Македонија"
Apollo_Smintheion,Apollo_Smintheion,Gortyn,Gortyn,4,ESC,12,POINT EMPTY,,POINT (-8.203334514682723 53.1244519),"Gortyneill, Loughrea Municipal District, Éire / Ireland"
Apollo_Smintheion,Apollo_Smintheion,Kallion,Kallion,1,ESC,12,POINT EMPTY,,POINT (30.5494642 62.8273925),"Kallion kanava, Suomi"
Apollo_Smintheion,Apollo_Smintheion,Kenchreai,Kenchreai,2,ESC,12,POINT EMPTY,,POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Apollo_Smintheion,Apollo_Smintheion,Paphos,Paphos,2,ESC,12,POINT EMPTY,,POINT (32.49720079188586 34.9170582),"Πάφος, Κύπρος, Κύπρος - Kıbrıs"
Apollo_Smintheion,Apollo_Smintheion,Samos_(Heraion),Samos_(Heraion),1,ESC,12,POINT EMPTY,,POINT (26.88602994419304 37.6720003),"Ηραίο, Ιερά Οδός, 831 03, Ιερά Οδός, Δημοτική Ενότητα Πυθαγορείου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Apollo_Smintheion,Apollo_Smintheion,Sykea,Sykea,1,ESC,12,POINT EMPTY,,POINT (22.657072896086547 38.0620134),"Κοινότητα Συκέας, Δημοτική Ενότητα Ξυλοκάστρου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Apollo_Smintheion,Apollo_Smintheion,Sparta,Sparta,1,ESC,12,POINT EMPTY,,POINT (-81.9320157 34.9498007),"Spartanburg, South Carolina, United States"
Apollo_Smintheion,Apollo_Smintheion,Corinth,Corinth,1,ESC,12,POINT EMPTY,,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States"
Apollo_Smintheion,Apollo_Smintheion,Pergamon,Pergamon,2,ESC,12,POINT EMPTY,,POINT (27.184482062851757 39.13062255),"Pergamon, Hellenistic Portico, 35700, Hellenistic Portico, Bergama, İzmir, Türkiye"
Argos,Argos,Assos,Assos,7,ESC,12,POINT (-0.8926005 47.6172265),"Chazé-sur-Argos, 49500, Pays de la Loire, France",POINT (26.336369194593825 39.48894145),"Assos, İskele Köyü Yolu, İskele Köyü Yolu, Ayvacık, Çanakkale, Türkiye"
Argos,Argos,Athens,Athens,2,ESC,12,POINT (-0.8926005 47.6172265),"Chazé-sur-Argos, 49500, Pays de la Loire, France",POINT (-83.376398 33.9597677),"Athens, Georgia, United States"
Argos,Argos,Ephesos,Ephesos,4,ESC,12,POINT (-0.8926005 47.6172265),"Chazé-sur-Argos, 49500, Pays de la Loire, France",POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich"
Argos,Argos,Knossos,Knossos,4,ESC,12,POINT (-0.8926005 47.6172265),"Chazé-sur-Argos, 49500, Pays de la Loire, France",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Argos,Argos,Stobi,Stobi,3,ESC,12,POINT (-0.8926005 47.6172265),"Chazé-sur-Argos, 49500, Pays de la Loire, France",POINT (21.973276975454738 41.551977449999995),"Стоби, 1422, Градско, Вардарски СР, Северна Македонија"
Argos,Argos,Gortyn,Gortyn,3,ESC,12,POINT (-0.8926005 47.6172265),"Chazé-sur-Argos, 49500, Pays de la Loire, France",POINT (-8.203334514682723 53.1244519),"Gortyneill, Loughrea Municipal District, Éire / Ireland"
Argos,Argos,Kallion,Kallion,1,ESC,12,POINT (-0.8926005 47.6172265),"Chazé-sur-Argos, 49500, Pays de la Loire, France",POINT (30.5494642 62.8273925),"Kallion kanava, Suomi"
Argos,Argos,Kenchreai,Kenchreai,2,ESC,12,POINT (-0.8926005 47.6172265),"Chazé-sur-Argos, 49500, Pays de la Loire, France",POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Argos,Argos,Paphos,Paphos,3,ESC,12,POINT (-0.8926005 47.6172265),"Chazé-sur-Argos, 49500, Pays de la Loire, France",POINT (32.49720079188586 34.9170582),"Πάφος, Κύπρος, Κύπρος - Kıbrıs"
Argos,Argos,Samos_(Heraion),Samos_(Heraion),3,ESC,12,POINT (-0.8926005 47.6172265),"Chazé-sur-Argos, 49500, Pays de la Loire, France",POINT (26.88602994419304 37.6720003),"Ηραίο, Ιερά Οδός, 831 03, Ιερά Οδός, Δημοτική Ενότητα Πυθαγορείου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Argos,Argos,Sykea,Sykea,1,ESC,12,POINT (-0.8926005 47.6172265),"Chazé-sur-Argos, 49500, Pays de la Loire, France",POINT (22.657072896086547 38.0620134),"Κοινότητα Συκέας, Δημοτική Ενότητα Ξυλοκάστρου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Argos,Argos,Troia/Ilion,Troia/Ilion,5,ESC,12,POINT (-0.8926005 47.6172265),"Chazé-sur-Argos, 49500, Pays de la Loire, France",POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Argos,Argos,Corinth,Corinth,2,ESC,12,POINT (-0.8926005 47.6172265),"Chazé-sur-Argos, 49500, Pays de la Loire, France",POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States"
Argos,Argos,Eretria,Eretria,1,ESC,12,POINT (-0.8926005 47.6172265),"Chazé-sur-Argos, 49500, Pays de la Loire, France",POINT (22.6146339 39.2962439),"Ερέτρια, 40300, Φάρσαλα, Αποκεντρωμένη Διοίκηση Θεσσαλίας - Στερεάς Ελλάδος, Ελλάς"
Argos,Argos,Perge,Perge,1,ESC,12,POINT (-0.8926005 47.6172265),"Chazé-sur-Argos, 49500, Pays de la Loire, France",POINT (14.3602363 48.0381156),"Pergern, 4451, Garsten, Österreich"
Argos,Argos,MS116,MS116,1,ESC,12,POINT (-0.8926005 47.6172265),"Chazé-sur-Argos, 49500, Pays de la Loire, France",POINT (76.73524 11.103088),"ms118, 678741, India"
Argos,Argos,Pergamon,Pergamon,1,ESC,12,POINT (-0.8926005 47.6172265),"Chazé-sur-Argos, 49500, Pays de la Loire, France",POINT (27.184482062851757 39.13062255),"Pergamon, Hellenistic Portico, 35700, Hellenistic Portico, Bergama, İzmir, Türkiye"
Assos,Assos,Tenos,Tenos,2,ESC,12,POINT (26.336369194593825 39.48894145),"Assos, İskele Köyü Yolu, İskele Köyü Yolu, Ayvacık, Çanakkale, Türkiye",POINT (-91.3134075788233 17.45949075),"Tenosique, Tabasco, México"
Assos,Assos,Troia/Ilion,Troia/Ilion,15,ESC,12,POINT (26.336369194593825 39.48894145),"Assos, İskele Köyü Yolu, İskele Köyü Yolu, Ayvacık, Çanakkale, Türkiye",POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Assos,Assos,Tel_Anafa,Tel_Anafa,2,ESC,12,POINT (26.336369194593825 39.48894145),"Assos, İskele Köyü Yolu, İskele Köyü Yolu, Ayvacık, Çanakkale, Türkiye",POINT EMPTY,
Assos,Assos,Athens,Athens,4,ESC,12,POINT (26.336369194593825 39.48894145),"Assos, İskele Köyü Yolu, İskele Köyü Yolu, Ayvacık, Çanakkale, Türkiye",POINT (-83.376398 33.9597677),"Athens, Georgia, United States"
Assos,Assos,Ephesos,Ephesos,8,ESC,12,POINT (26.336369194593825 39.48894145),"Assos, İskele Köyü Yolu, İskele Köyü Yolu, Ayvacık, Çanakkale, Türkiye",POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich"
Assos,Assos,Knossos,Knossos,6,ESC,12,POINT (26.336369194593825 39.48894145),"Assos, İskele Köyü Yolu, İskele Köyü Yolu, Ayvacık, Çanakkale, Türkiye",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Assos,Assos,Stobi,Stobi,3,ESC,12,POINT (26.336369194593825 39.48894145),"Assos, İskele Köyü Yolu, İskele Köyü Yolu, Ayvacık, Çanakkale, Türkiye",POINT (21.973276975454738 41.551977449999995),"Стоби, 1422, Градско, Вардарски СР, Северна Македонија"
Assos,Assos,Gortyn,Gortyn,3,ESC,12,POINT (26.336369194593825 39.48894145),"Assos, İskele Köyü Yolu, İskele Köyü Yolu, Ayvacık, Çanakkale, Türkiye",POINT (-8.203334514682723 53.1244519),"Gortyneill, Loughrea Municipal District, Éire / Ireland"
Assos,Assos,Kallion,Kallion,1,ESC,12,POINT (26.336369194593825 39.48894145),"Assos, İskele Köyü Yolu, İskele Köyü Yolu, Ayvacık, Çanakkale, Türkiye",POINT (30.5494642 62.8273925),"Kallion kanava, Suomi"
Assos,Assos,Kenchreai,Kenchreai,3,ESC,12,POINT (26.336369194593825 39.48894145),"Assos, İskele Köyü Yolu, İskele Köyü Yolu, Ayvacık, Çanakkale, Türkiye",POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
